"Stream/Site name","Collected","West","Delta"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:09","34","14"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","3",""
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","4","1"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","8","2"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","9","3"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","10","4"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","11","5"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","13","6"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","14","7"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","15","8"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","16","9"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","17","10"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","18","11"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","19","12"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","20","13"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","21","14"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","22","15"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","23","16"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","24","17"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","26","18"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","27","19"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","28","20"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","29","21"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","33","22"
"No Name Creek at Eddyville Charter School","Sun, 2011-05-29 12:15","34","23"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","8",""
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","9","1"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","11","2"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","13","3"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","14","4"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","15","5"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","16","6"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","17","7"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","18","8"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","19","9"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","20","10"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","21","11"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","22","12"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","24","13"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","26","14"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","27","15"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","28","16"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 11:18","29","17"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","3",""
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","4","1"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","8","2"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","9","3"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","10","4"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","13","5"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","14","6"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","15","7"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","16","8"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","17","9"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","18","10"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","19","11"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","20","12"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","23","13"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","26","14"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","27","15"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","28","16"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:09","29","17"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","3",""
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","4","1"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","9","2"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","10","3"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","11","4"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","13","5"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","14","6"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","15","7"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","16","8"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","17","9"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","18","10"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","19","11"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","20","12"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","24","13"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","26","14"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","33","15"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 12:13","34","16"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","3",""
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","4","1"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","8","2"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","9","3"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","11","4"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","13","5"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","14","6"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","15","7"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","16","8"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","19","9"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","20","10"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","21","11"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","22","12"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","26","13"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","27","14"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","28","15"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","29","16"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","33","17"
"No Name Creek at Eddyville Charter School","Fri, 2011-06-03 23:12","34","18"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","3",""
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","14","1"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","15","2"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","16","3"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","17","4"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","18","5"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","20","6"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","21","7"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","22","8"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","23","9"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","24","10"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","26","11"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","27","12"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","28","13"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","29","14"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","33","15"
"No Name Creek at Eddyville Charter School","Tue, 2014-06-03 23:21","34","16"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","3",""
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","4","1"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","8","2"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","3",""
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","4","1"
"Hesthavn Nature Center","Wed, 2014-08-13 13:33","8","2"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","3",""
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","4","1"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","8","2"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","9","3"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","10","4"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","11","5"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","16","6"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","17","7"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","18","8"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","3",""
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","4","1"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","8","2"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","9","3"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","10","4"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","11","5"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","13","6"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","14","7"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","15","8"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","16","9"
"Hesthavn Nature Center","Wed, 2014-08-13 14:00","17","10"
"Coast Creek Data","Fri, 2014-09-26 13:36","3",""
"Coast Creek Data","Fri, 2014-09-26 13:36","4","1"
"Coast Creek Data","Fri, 2014-09-26 13:36","8","2"
"Coast Creek Data","Fri, 2014-09-26 13:36","9","3"
"Coast Creek Data","Fri, 2014-09-26 13:36","10","4"
"Coast Creek Data","Fri, 2014-09-26 13:36","11","5"
"Coast Creek Data","Fri, 2014-09-26 13:36","13","6"
"Coast Creek Data","Fri, 2014-09-26 13:36","14","7"
"Coast Creek Data","Fri, 2014-09-26 13:36","15","8"
"Coast Creek Data","Fri, 2014-09-26 13:36","16","9"
"Coast Creek Data","Fri, 2014-09-26 13:36","17","10"
"Coast Creek Data","Fri, 2014-09-26 13:36","18","11"
"Coast Creek Data","Fri, 2014-09-26 13:36","19","12"
"Coast Creek Data","Fri, 2014-09-26 13:36","20","13"
"Coast Creek Data","Fri, 2014-09-26 13:36","21","14"
"Coast Creek Data","Fri, 2014-09-26 13:36","22","15"
"Coast Creek Data","Fri, 2014-09-26 13:36","23","16"
"Coast Creek Data","Fri, 2014-09-26 13:36","24","17"
"Coast Creek Data","Fri, 2014-09-26 13:36","26","18"
"Coast Creek Data","Fri, 2014-09-26 13:36","27","19"
"Coast Creek Data","Fri, 2014-09-26 13:36","28","20"
"Coast Creek Data","Fri, 2014-09-26 13:36","29","21"
"Coast Creek Data","Fri, 2014-09-26 13:36","33","22"
"Coast Creek Data","Fri, 2014-09-26 13:36","34","23"
"Coast Creek Data","Fri, 2014-09-26 13:40","15",""
"Coast Creek Data","Fri, 2014-09-26 13:40","16","1"
"Coast Creek Data","Fri, 2014-09-26 13:40","17","2"
"Coast Creek Data","Fri, 2014-09-26 13:40","18","3"
"Coast Creek Data","Fri, 2014-09-26 13:40","19","4"
"Coast Creek Data","Fri, 2014-09-26 13:40","20","5"
"Coast Creek Data","Fri, 2014-09-26 13:40","21","6"
"Coast Creek Data","Fri, 2014-09-26 13:40","22","7"
"Coast Creek Data","Fri, 2014-09-26 13:40","23","8"
"Coast Creek Data","Fri, 2014-09-26 13:40","24","9"
"Coast Creek Data","Fri, 2014-09-26 13:40","26","10"
"Coast Creek Data","Fri, 2014-09-26 13:40","27","11"
"Coast Creek Data","Fri, 2014-09-26 13:40","28","12"
"Coast Creek Data","Fri, 2014-09-26 13:40","29","13"
"Coast Creek Data","Fri, 2014-09-26 13:40","33","14"
"Coast Creek Data","Fri, 2014-09-26 13:40","34","15"
"Coast Creek Data","Fri, 2014-09-26 13:41","3",""
"Coast Creek Data","Fri, 2014-09-26 13:41","4","1"
"Coast Creek Data","Fri, 2014-09-26 13:41","8","2"
"Coast Creek Data","Fri, 2014-09-26 13:41","9","3"
"Coast Creek Data","Fri, 2014-09-26 13:41","10","4"
"Coast Creek Data","Fri, 2014-09-26 13:41","11","5"
"Coast Creek Data","Fri, 2014-09-26 13:41","13","6"
"Coast Creek Data","Fri, 2014-09-26 13:41","14","7"
"Coast Creek Data","Fri, 2014-09-26 13:41","15","8"
"Coast Creek Data","Fri, 2014-09-26 13:41","16","9"
"Coast Creek Data","Fri, 2014-09-26 13:41","17","10"
"Coast Creek Data","Fri, 2014-09-26 13:41","18","11"
"Coast Creek Data","Fri, 2014-09-26 13:41","19","12"
"Coast Creek Data","Fri, 2014-09-26 13:41","20","13"
"Coast Creek Data","Fri, 2014-09-26 13:41","21","14"
"Coast Creek Data","Fri, 2014-09-26 13:41","22","15"
"Coast Creek Data","Fri, 2014-09-26 13:41","23","16"
"Coast Creek Data","Fri, 2014-09-26 13:41","24","17"
"Coast Creek Data","Fri, 2014-09-26 13:41","26","18"
"Coast Creek Data","Fri, 2014-09-26 13:41","27","19"
"Coast Creek Data","Fri, 2014-09-26 13:41","28","20"
"Coast Creek Data","Fri, 2014-09-26 13:41","29","21"
"Coast Creek Data","Fri, 2014-09-26 13:41","33","22"
"Coast Creek Data","Fri, 2014-09-26 13:41","34","23"
"Grande Ronde River","Wed, 2014-10-08 11:00","26",""
"Grande Ronde River","Wed, 2014-10-08 11:00","27","1"
"Grande Ronde River","Wed, 2014-10-08 11:00","28","2"
"Grande Ronde River","Wed, 2014-10-08 11:00","29","3"
"Grande Ronde River","Wed, 2014-10-08 11:00","33","4"
"Grande Ronde River","Wed, 2014-10-08 11:00","34","5"
"Bear Creek","Tue, 2014-10-14 (All day)","4",""
"Bear Creek","Tue, 2014-10-14 (All day)","10","1"
"Bear Creek","Tue, 2014-10-14 (All day)","11","2"
"Bear Creek","Tue, 2014-10-14 (All day)","16","3"
"Bear Creek","Tue, 2014-10-14 (All day)","17","4"
"Bear Creek","Tue, 2014-10-14 (All day)","18","5"
"Bear Creek","Tue, 2014-10-14 (All day)","22","6"
"Bear Creek","Tue, 2014-10-14 (All day)","23","7"
"Bear Creek","Tue, 2014-10-14 (All day)","24","8"
"Bear Creek","Tue, 2014-10-14 (All day)","28","9"
"Bear Creek","Tue, 2014-10-14 (All day)","29","10"
"Bear Creek","Tue, 2014-10-14 (All day)","34","11"
"Bear Creek","Wed, 2014-10-15 (All day)","3",""
"Bear Creek","Wed, 2014-10-15 (All day)","4","1"
"Bear Creek","Wed, 2014-10-15 (All day)","9","2"
"Bear Creek","Wed, 2014-10-15 (All day)","10","3"
"Bear Creek","Wed, 2014-10-15 (All day)","11","4"
"Bear Creek","Wed, 2014-10-15 (All day)","14","5"
"Bear Creek","Wed, 2014-10-15 (All day)","15","6"
"Bear Creek","Wed, 2014-10-15 (All day)","16","7"
"Bear Creek","Wed, 2014-10-15 (All day)","17","8"
"Bear Creek","Wed, 2014-10-15 (All day)","18","9"
"Bear Creek","Wed, 2014-10-15 (All day)","20","10"
"Bear Creek","Wed, 2014-10-15 (All day)","21","11"
"Bear Creek","Wed, 2014-10-15 (All day)","22","12"
"Bear Creek","Wed, 2014-10-15 (All day)","23","13"
"Bear Creek","Wed, 2014-10-15 (All day)","24","14"
"Bear Creek","Wed, 2014-10-15 (All day)","27","15"
"Bear Creek","Wed, 2014-10-15 (All day)","28","16"
"Bear Creek","Wed, 2014-10-15 (All day)","29","17"
"Bear Creek","Wed, 2014-10-15 (All day)","33","18"
"Bear Creek","Wed, 2014-10-15 (All day)","34","19"
"Wenaha River","Wed, 2014-10-08 13:20","3",""
"Wenaha River","Wed, 2014-10-08 13:20","4","1"
"Wenaha River","Wed, 2014-10-08 13:20","8","2"
"Wenaha River","Wed, 2014-10-08 13:20","9","3"
"Wenaha River","Wed, 2014-10-08 13:20","10","4"
"Wenaha River","Wed, 2014-10-08 13:20","11","5"
"Wenaha River","Wed, 2014-10-08 13:20","14","6"
"Wenaha River","Wed, 2014-10-08 13:20","15","7"
"Wenaha River","Wed, 2014-10-08 13:20","16","8"
"Wenaha River","Wed, 2014-10-08 13:20","17","9"
"Wenaha River","Wed, 2014-10-08 13:20","18","10"
"Wenaha River","Wed, 2014-10-08 13:20","20","11"
"Wenaha River","Wed, 2014-10-08 13:20","21","12"
"Wenaha River","Wed, 2014-10-08 13:20","22","13"
"Wenaha River","Wed, 2014-10-08 13:20","23","14"
"Wenaha River","Wed, 2014-10-08 13:20","24","15"
"Wenaha River","Wed, 2014-10-08 13:20","26","16"
"Wenaha River","Wed, 2014-10-08 13:20","27","17"
"Wenaha River","Wed, 2014-10-08 13:20","28","18"
"Wenaha River","Wed, 2014-10-08 13:20","29","19"
"Wenaha River","Wed, 2014-10-08 13:20","33","20"
"Wenaha River","Wed, 2014-10-08 13:20","34","21"
"Enterprise Marr Pond Site","Thu, 2014-10-23 10:10","",""
"Enterprise City Park","Thu, 2014-10-23 09:02","3",""
"Enterprise City Park","Thu, 2014-10-23 09:02","4","1"
"Enterprise City Park","Thu, 2014-10-23 09:02","3",""
"Enterprise City Park","Thu, 2014-10-23 09:02","4","1"
"Imnaha River","Tue, 2014-10-07 10:00","3",""
"Imnaha River","Tue, 2014-10-07 10:00","4","1"
"Imnaha River","Tue, 2014-10-07 10:00","8","2"
"Imnaha River","Tue, 2014-10-07 10:00","9","3"
"Imnaha River","Tue, 2014-10-07 10:00","10","4"
"Imnaha River","Tue, 2014-10-07 10:00","11","5"
"Imnaha River","Tue, 2014-10-07 10:00","13","6"
"Imnaha River","Tue, 2014-10-07 10:00","14","7"
"Imnaha River","Tue, 2014-10-07 10:00","15","8"
"Imnaha River","Tue, 2014-10-07 10:00","16","9"
"Imnaha River","Tue, 2014-10-07 10:00","17","10"
"Imnaha River","Tue, 2014-10-07 10:00","18","11"
"Imnaha River","Tue, 2014-10-07 10:00","19","12"
"Imnaha River","Tue, 2014-10-07 10:00","20","13"
"Imnaha River","Tue, 2014-10-07 10:00","21","14"
"Imnaha River","Tue, 2014-10-07 10:00","22","15"
"Imnaha River","Tue, 2014-10-07 10:00","23","16"
"Imnaha River","Tue, 2014-10-07 10:00","24","17"
"Imnaha River","Tue, 2014-10-07 10:00","26","18"
"Imnaha River","Tue, 2014-10-07 10:00","27","19"
"Camp Creek","Tue, 2014-10-07 12:30","3",""
"Camp Creek","Tue, 2014-10-07 12:30","4","1"
"Camp Creek","Tue, 2014-10-07 12:30","8","2"
"Camp Creek","Tue, 2014-10-07 12:30","9","3"
"Camp Creek","Tue, 2014-10-07 12:30","10","4"
"Camp Creek","Tue, 2014-10-07 12:30","11","5"
"Camp Creek","Tue, 2014-10-07 12:30","13","6"
"Camp Creek","Tue, 2014-10-07 12:30","14","7"
"Camp Creek","Tue, 2014-10-07 12:30","15","8"
"Camp Creek","Tue, 2014-10-07 12:30","16","9"
"Camp Creek","Tue, 2014-10-07 12:30","17","10"
"Camp Creek","Tue, 2014-10-07 12:30","18","11"
"Camp Creek","Tue, 2014-10-07 12:30","19","12"
"Camp Creek","Tue, 2014-10-07 12:30","20","13"
"Camp Creek","Tue, 2014-10-07 12:30","21","14"
"Camp Creek","Tue, 2014-10-07 12:30","22","15"
"Camp Creek","Tue, 2014-10-07 12:30","23","16"
"Camp Creek","Tue, 2014-10-07 12:30","26","17"
"Camp Creek","Tue, 2014-10-07 12:30","27","18"
"Camp Creek","Tue, 2014-10-07 12:30","28","19"
"Camp Creek","Tue, 2014-10-07 12:30","29","20"
"Camp Creek","Tue, 2014-10-07 12:30","33","21"
"Camp Creek","Tue, 2014-10-07 12:30","34","22"
"Mingus Park","Wed, 2014-11-05 08:13","3",""
"Mingus Park","Wed, 2014-11-05 08:13","4","1"
"Mingus Park","Wed, 2014-11-05 08:13","9","2"
"Mingus Park","Wed, 2014-11-05 08:13","10","3"
"Mingus Park","Wed, 2014-11-05 08:13","15","4"
"Mingus Park","Wed, 2014-11-05 08:13","16","5"
"Mingus Park","Wed, 2014-11-05 08:13","20","6"
"Mingus Park","Wed, 2014-11-05 08:13","21","7"
"Mingus Park","Wed, 2014-11-05 08:13","26","8"
"Mingus Park","Wed, 2014-11-05 08:13","27","9"
"Mingus Park","Wed, 2014-11-05 08:13","33","10"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","4",""
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","10","1"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","11","2"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","16","3"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","17","4"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","18","5"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","22","6"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","23","7"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","24","8"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","28","9"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","29","10"
"Wallowa River Tamkaliks Site","Wed, 2014-10-15 12:53","34","11"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","3",""
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","4","1"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","8","2"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","9","3"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","10","4"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","11","5"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","13","6"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","15","7"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","16","8"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","17","9"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","18","10"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","21","11"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","22","12"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","23","13"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","24","14"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","27","15"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","28","16"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","29","17"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","33","18"
"Wallowa River Tamkaliks Site","Tue, 2014-10-14 13:00","34","19"
"Joseph City Park","Tue, 2014-10-28 09:20","3",""
"Joseph City Park","Tue, 2014-10-28 09:20","4","1"
"Joseph City Park","Tue, 2014-10-28 09:20","8","2"
"Joseph City Park","Tue, 2014-10-28 09:20","9","3"
"Joseph City Park","Tue, 2014-10-28 09:20","10","4"
"Joseph City Park","Tue, 2014-10-28 09:20","11","5"
"Joseph City Park","Tue, 2014-10-28 09:20","14","6"
"Joseph City Park","Tue, 2014-10-28 09:20","15","7"
"Joseph City Park","Thu, 2014-10-30 08:54","3",""
"Joseph City Park","Thu, 2014-10-30 08:54","4","1"
"Joseph City Park","Thu, 2014-10-30 08:54","8","2"
"Joseph City Park","Thu, 2014-10-30 08:54","9","3"
"Joseph City Park","Thu, 2014-10-30 08:54","13","4"
"Joseph City Park","Thu, 2014-10-30 08:54","14","5"
"Joseph City Park","Thu, 2014-10-30 08:54","15","6"
"Joseph City Park","Thu, 2014-10-30 08:55","3",""
"Joseph City Park","Thu, 2014-10-30 08:55","4","1"
"Joseph City Park","Thu, 2014-10-30 08:55","18","2"
"Joseph City Park","Thu, 2014-10-30 08:55","24","3"
"Joseph Prairie Creek","Tue, 2014-10-28 09:52","",""
"Wallowa River Wolfe Ranch","Tue, 2014-10-21 11:00","3",""
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","3",""
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","4","1"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","8","2"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","9","3"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","10","4"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","11","5"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","13","6"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","14","7"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","15","8"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","16","9"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","17","10"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","18","11"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","19","12"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","20","13"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","21","14"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","22","15"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","23","16"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","24","17"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","26","18"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","27","19"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","28","20"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","29","21"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","33","22"
"Lostine River Wolfe Ranch","Tue, 2014-10-21 10:00","34","23"
"Reed Canyon","Wed, 2011-12-14 15:43","3",""
"Reed Canyon","Wed, 2011-12-14 15:43","4","1"
"Reed Canyon","Wed, 2011-12-14 15:43","9","2"
"Reed Canyon","Wed, 2011-12-14 15:43","10","3"
"Mingus Park","Tue, 2015-01-13 09:58","3",""
"Mingus Park","Tue, 2015-01-13 09:58","4","1"
"Mingus Park","Tue, 2015-01-13 09:58","9","2"
"Mingus Park","Tue, 2015-01-13 09:58","10","3"
"Mingus Park","Tue, 2015-01-13 09:58","13","4"
"Mingus Park","Tue, 2015-01-13 09:58","15","5"
"Mingus Park","Tue, 2015-01-13 09:58","18","6"
"Mingus Park","Tue, 2015-01-13 09:58","19","7"
"Mingus Park","Tue, 2015-01-13 09:58","20","8"
"Mingus Park","Tue, 2015-01-13 09:58","24","9"
"Mingus Park","Tue, 2015-01-13 09:58","26","10"
