"Stream/Site name","Collected","North","Delta","Nid","Uid"
"Mingus Park","Mon, 2015-11-09 13:10","10","4","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","11","5","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","13","6","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","14","7","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","15","8","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","16","9","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","17","10","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","18","11","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","19","12","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","20","13","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","21","14","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","22","15","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","23","16","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","24","17","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","26","18","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","27","19","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","28","20","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","29","21","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","33","22","9981","629"
"Mingus Park","Mon, 2015-11-09 13:10","34","23","9981","629"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","3","","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","4","1","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","8","2","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","9","3","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","10","4","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","13","5","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","21","6","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","22","7","10101","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","3","","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","4","1","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","9","2","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","10","3","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","11","4","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","15","5","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","16","6","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","17","7","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","18","8","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","22","9","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","23","10","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","24","11","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","28","12","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","29","13","10106","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","3","","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","4","1","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","8","2","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","9","3","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","10","4","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","11","5","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","13","6","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","14","7","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","15","8","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","16","9","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","17","10","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","18","11","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","22","12","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","23","13","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","24","14","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","29","15","10111","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","3","","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","4","1","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","8","2","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","9","3","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","10","4","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","11","5","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","13","6","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","14","7","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","15","8","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","16","9","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","17","10","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","18","11","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","19","12","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","20","13","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","21","14","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","22","15","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","23","16","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","24","17","10116","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","4","","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","10","1","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","11","2","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","17","3","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","18","4","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","24","5","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","29","6","10121","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","3","","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","4","1","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","8","2","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","9","3","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","10","4","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","11","5","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","13","6","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","14","7","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","15","8","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","16","9","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","17","10","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","18","11","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","20","12","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","21","13","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","22","14","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","23","15","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","24","16","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","27","17","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","28","18","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","29","19","10126","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","4","","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","10","1","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","11","2","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","16","3","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","17","4","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","18","5","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","22","6","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","23","7","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","24","8","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","28","9","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","29","10","10131","841"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","34","11","10131","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","4","","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","11","1","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","17","2","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","18","3","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","23","4","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","24","5","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","29","6","10136","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","3","","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","4","1","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","8","2","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","9","3","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","10","4","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","11","5","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","15","6","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","16","7","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","17","8","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","18","9","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","22","10","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","23","11","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","24","12","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","29","13","10141","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","10","","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","11","1","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","16","2","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","17","3","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","18","4","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","22","5","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","23","6","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","24","7","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","29","8","10146","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","3","","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","8","1","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","13","2","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","17","3","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","18","4","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","24","5","10151","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","18","","10156","841"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","24","1","10156","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","3","","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","4","1","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","8","2","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","9","3","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","10","4","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","11","5","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","13","6","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","14","7","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","15","8","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","16","9","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","17","10","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","18","11","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","19","12","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","20","13","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","21","14","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","22","15","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","23","16","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","24","17","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","26","18","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","27","19","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","28","20","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","29","21","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","33","22","10161","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","34","23","10161","841"
"Clemens Park - Alsea River","","","","10166","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","3","","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","4","1","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","9","2","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","10","3","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","11","4","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","17","5","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","18","6","10171","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","3","","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","4","1","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","8","2","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","9","3","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","10","4","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","11","5","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","13","6","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","14","7","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","15","8","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","16","9","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","17","10","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","18","11","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","19","12","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","24","13","10176","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","3","","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","4","1","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","8","2","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","9","3","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","10","4","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","11","5","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","13","6","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","14","7","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","15","8","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","16","9","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","17","10","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","18","11","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","19","12","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","20","13","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","21","14","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","22","15","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","23","16","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","24","17","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","27","18","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","28","19","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","33","20","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","34","21","10181","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","3","","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","4","1","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","8","2","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","9","3","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","10","4","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","11","5","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","13","6","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","14","7","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","15","8","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","16","9","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","17","10","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","18","11","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","19","12","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","20","13","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","24","14","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","26","15","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","27","16","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","29","17","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","34","18","10186","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","3","","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","4","1","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","9","2","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","10","3","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","11","4","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","13","5","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","15","6","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","16","7","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","18","8","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","19","9","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","20","10","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","21","11","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","22","12","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","23","13","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","26","14","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","27","15","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","28","16","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","33","17","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","34","18","10191","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","3","","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","8","1","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","9","2","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","13","3","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","14","4","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","15","5","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","16","6","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","19","7","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","20","8","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","21","9","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","22","10","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","24","11","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","26","12","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","27","13","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","28","14","10196","841"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","33","15","10196","841"
"Cox Creek","Thu, 2015-11-19 (All day)","3","","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","4","1","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","9","2","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","10","3","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","11","4","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","14","5","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","17","6","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","18","7","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","19","8","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","20","9","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","21","10","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","23","11","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","24","12","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","26","13","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","27","14","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","28","15","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","29","16","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","33","17","10286","673"
"Cox Creek","Thu, 2015-11-19 (All day)","34","18","10286","673"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","3","","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","8","1","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","9","2","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","10","3","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","11","4","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","13","5","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","14","6","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","15","7","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","16","8","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","17","9","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","19","10","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","20","11","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","21","12","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","22","13","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","23","14","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","26","15","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","27","16","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","28","17","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","29","18","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","33","19","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","34","20","11171","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","3","","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","4","1","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","8","2","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","9","3","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","10","4","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","11","5","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","13","6","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","14","7","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","15","8","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","16","9","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","17","10","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","18","11","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","19","12","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","20","13","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","21","14","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","22","15","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","23","16","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","24","17","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","26","18","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","27","19","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","28","20","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","29","21","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","33","22","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","34","23","11176","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","3","","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","4","1","11181","611"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","8","2","11181","611"
